emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
asst to the director of theatre,3,KY,RENT,24000,Source Verified,16.3,NA,,NA,0,NA,2011,1,11,11,54966,42068,0,0,NA,0,0,9,3,1,11,0,0,1,10000,2,2,1,0,100,0,0,major_purchase,individual,10450,60,19.42,273.5,D,D3,Mar-2018,Current,whole,Cash,9609.03,1297.95,840.97,456.98,0
cook,10,CA,RENT,30000,Verified,39.98,NA,,NA,1,6,1996,0,36,17,53992,33000,0,0,NA,0,2078,2,10,16,17,0,0,5,10700,29,15,8,0,94.4,0,0,credit_card,individual,12900,36,22.91,498.76,E,E1,Jan-2018,Current,fractional,Cash,11588.48,2477.38,1311.52,1165.86,0
it manager,8,OK,MORTGAGE,88944,Not Verified,18.43,NA,,NA,1,22,1998,9,18,5,265386,67707,0,1,34,0,429,1,2,0,5,0,0,2,6200,4,2,2,1,82.4,1,0,car,individual,3200,36,13.58,108.72,C,C2,Mar-2018,Current,whole,Cash,2980.01,321.33,219.99,101.34,0
physician ,10,WI,MORTGAGE,150000,Source Verified,8.16,180000,Not Verified,9.9,0,43,1998,0,18,8,221866,29217,0,0,80,0,0,1,2,NA,8,0,0,3,22600,13,6,3,3,88.9,0,0,debt_consolidation,joint,16500,60,9.43,345.97,B,B1,Feb-2018,Current,whole,Cash,15845.96,1029.27,654.04,375.23,0
vac/shift relief warehouse,10,GA,MORTGAGE,60000,Source Verified,7.7,NA,,NA,0,NA,2001,0,15,6,195494,14554,0,0,NA,0,0,0,2,18,6,0,0,3,18800,10,5,5,1,100,0,0,credit_card,individual,23000,60,13.59,530.3,C,C2,Feb-2018,Current,whole,Cash,21902.23,2103.84,1097.77,1006.07,0
senior systems analyst,6,WA,RENT,115000,Not Verified,9.71,NA,,NA,0,36,2012,1,19,13,96265,37068,0,0,NA,0,0,2,4,0,13,0,0,5,51600,15,11,5,0,94.7,0,0,debt_consolidation,individual,7200,36,10.9,235.38,B,B4,Mar-2018,Current,whole,Cash,6685.41,701.78,514.59,187.19,0
staff assistant to the dean,7,CA,RENT,55000,Source Verified,25.14,NA,,NA,0,NA,2007,0,11,7,39500,29323,0,0,NA,0,0,1,2,18,7,0,0,5,19500,8,6,5,0,100,0,0,debt_consolidation,individual,20000,36,17.09,713.96,D,D1,Jan-2018,Current,fractional,Cash,18246.48,2922.3,1753.52,1168.78,0
senior fellow engineer,10,SC,MORTGAGE,129600,Verified,26.43,NA,,NA,0,NA,1990,1,34,16,265951,100711,0,0,NA,0,0,4,3,3,16,NA,0,10,67500,18,11,9,1,100,0,0,debt_consolidation,individual,14400,36,9.44,460.88,B,B1,Jan-2018,Current,whole,Cash,12634.44,2296.85,1765.56,531.29,0
director of property operations,3,CA,RENT,116480,Verified,13.74,NA,,NA,0,NA,1999,1,10,8,594367,59440,0,0,NA,0,0,1,3,2,8,0,0,5,45200,7,6,6,2,100,0,0,credit_card,individual,10000,36,10.42,324.65,B,B3,Jan-2018,Current,whole,Cash,8790.09,1617.46,1209.91,407.55,0
teacher,5,PA,OWN,60000,Verified,36.28,112000,Verified,26.23,0,74,2006,4,25,15,171455,133484,0,0,74,0,2335,8,5,0,15,0,0,3,17600,8,7,5,0,88,0,0,debt_consolidation,joint,40000,36,9.93,1289.38,B,B2,Jan-2018,Current,whole,Cash,36118.63,5135.45,3881.37,1254.08,0
pipefitter journeyman,9,CA,MORTGAGE,102000,Source Verified,30.07,164649,Source Verified,21.51,0,40,2007,3,30,20,568790,129954,0,0,NA,0,0,2,13,6,20,0,0,7,11300,20,17,14,2,88,0,0,debt_consolidation,joint,24000,36,10.9,784.6,B,B4,Mar-2018,Current,whole,Cash,22284.71,2339.27,1715.29,623.98,0
owner,10,CA,RENT,58000,Source Verified,13.64,113000,Source Verified,8.98,0,NA,2013,0,7,5,40240,23016,0,1,NA,0,713,1,0,NA,5,0,0,1,1900,4,4,4,0,100,0,1,other,joint,5000,36,7.34,155.17,A,A4,Mar-2018,Fully Paid,whole,Cash,0,5072.891892491,5000,72.89,0
,NA,TX,OWN,26000,Not Verified,29.69,NA,,NA,0,77,2004,0,17,8,66093,48779,0,0,NA,0,0,1,1,NA,8,0,0,4,9200,8,6,5,2,94.1,0,0,debt_consolidation,individual,12000,60,14.08,279.72,C,C3,Mar-2018,Current,whole,Cash,11578.33,820.39,421.67,398.72,0
owner,4,TN,MORTGAGE,100000,Source Verified,7.2,NA,,NA,0,NA,2003,2,19,8,42300,21660,0,1,55,0,0,0,2,1,7,NA,0,5,37700,16,7,4,1,95,0,1,debt_consolidation,individual,20000,60,13.59,461.13,C,C2,Feb-2018,Current,whole,Cash,19045.42,1829.42,954.58,874.84,0
admin assistant,0,FL,RENT,54500,Source Verified,32.44,NA,,NA,0,NA,2001,0,18,5,110574,75221,0,0,NA,0,0,2,0,16,5,0,0,2,26400,11,3,2,0,100,0,0,other,individual,15000,60,11.98,333.52,B,B5,Mar-2018,Fully Paid,whole,Cash,0,15104.8216666675,15000,104.82,0
truck driver,9,IN,MORTGAGE,75999,Not Verified,34.38,NA,,NA,0,NA,2001,3,36,16,427674,61999,0,0,NA,0,0,3,2,4,16,0,0,5,72500,23,12,6,4,100,0,0,credit_card,individual,19200,36,7.34,595.83,A,A4,Mar-2018,Current,whole,Cash,17756.03,1771.83,1443.97,327.86,0
deputy warden,10,OK,MORTGAGE,64106,Source Verified,33.04,NA,,NA,0,NA,2004,0,15,9,106107,29725,0,0,NA,0,0,2,1,23,9,0,0,6,22600,6,6,6,1,100,0,0,credit_card,individual,25000,36,16.02,879.18,C,C5,Feb-2018,Current,whole,Cash,22774.2,3494.47,2225.8,1268.67,0
administrator,10,VA,RENT,88000,Not Verified,12.21,NA,,NA,1,18,1996,0,28,12,88247,29591,0,0,18,0,0,1,1,21,12,0,0,3,36000,21,10,5,2,96.4,0,0,credit_card,individual,24000,36,7.35,744.9,A,A4,Jan-2018,Current,whole,Cash,20973.65,3704.9,3026.35,678.55,0
intervention specialist,2,CA,MORTGAGE,86000,Source Verified,22.18,NA,,NA,0,27,1986,7,34,23,728319,282334,0,0,65,0,0,6,14,3,23,0,0,6,36600,23,15,10,1,88.2,0,0,debt_consolidation,individual,32000,60,9.93,678.81,B,B2,Feb-2018,Current,whole,Cash,30323.29,2603.02,1676.71,926.31,0
project controls supervisor,10,TN,MORTGAGE,140000,Not Verified,13.48,NA,,NA,0,33,1994,2,42,8,559203,150723,0,0,NA,0,0,1,3,6,8,0,0,1,15900,22,6,3,4,97.6,0,0,debt_consolidation,individual,30550,36,14.08,1045.32,C,C3,Feb-2018,Current,whole,Cash,27753.8,4157.38,2796.2,1361.18,0
agent,9,MD,MORTGAGE,54300,Verified,53.39,143800,Verified,25.82,0,NA,2005,1,25,19,347839,93334,0,0,NA,0,125,7,2,8,19,0,0,5,26700,14,11,10,1,100,0,0,major_purchase,joint,5000,36,15.05,173.45,C,C4,Jan-2018,Current,fractional,Cash,4432.23,871.06,567.77,303.29,0
hospitalist,3,TX,MORTGAGE,245000,Source Verified,24.9,NA,,NA,0,68,2002,1,37,20,772243,497876,0,0,68,0,0,13,4,6,20,0,0,2,74100,8,6,2,1,100,0,0,debt_consolidation,individual,40000,60,9.44,838.91,B,B1,Feb-2018,Current,whole,Cash,37878.15,3334.66,2121.85,1212.81,0
operations supervisor ,0,OH,MORTGAGE,84676,Verified,26.31,NA,,NA,0,NA,2002,2,32,13,236253,110717,0,0,NA,0,0,5,6,1,13,0,0,1,10000,12,7,5,3,100,0,0,debt_consolidation,individual,30000,60,26.77,911.95,E,E5,Mar-2018,Late (16-30 days),whole,Cash,29509.19,1734.67,490.81,1243.86,0
business office manager,3,FL,MORTGAGE,83000,Not Verified,20.42,NA,,NA,0,37,2004,1,40,20,284841,60329,0,0,37,0,0,2,2,9,20,0,0,2,6900,29,17,11,5,94.9,0,0,home_improvement,individual,10000,36,6.07,304.54,A,A2,Mar-2018,Current,whole,Cash,9199.41,956.98,800.59,156.39,0
manager,1,MI,MORTGAGE,45000,Not Verified,12.69,NA,,NA,2,18,2013,6,19,10,106869,14638,0,0,NA,0,0,2,6,0,10,0,0,0,0,14,7,3,1,89.5,0,0,credit_card,individual,4000,36,17.47,143.55,D,D1,Mar-2018,Current,fractional,Cash,3740.31,426.77,259.69,167.08,0
asst mngr,3,FL,RENT,40000,Not Verified,49.05,100000,Not Verified,24.07,0,NA,1995,1,38,14,147461,74448,0,0,NA,0,0,2,6,5,14,0,0,5,67700,23,12,7,1,100,0,0,debt_consolidation,joint,40000,36,6.07,1218.15,A,A2,Mar-2018,Current,whole,Cash,37963.23,2409.32,2036.77,372.55,0
vice president,5,NY,OWN,152000,Not Verified,9.79,NA,,NA,0,56,1994,2,36,8,74800,46999,0,0,56,0,0,1,6,8,8,0,0,4,49300,22,7,5,0,97.1,0,0,other,individual,24000,36,15.05,832.56,C,C4,Jan-2018,Current,fractional,Cash,21274.69,4142.73,2725.31,1417.42,0
manager,10,MI,RENT,84000,Source Verified,15.23,NA,,NA,0,96,2006,1,19,13,74900,24189,0,0,96,0,0,1,3,0,13,0,0,4,50700,18,12,4,0,94.7,0,0,debt_consolidation,individual,30000,36,9.93,967.03,B,B2,Mar-2018,Current,fractional,Cash,27825.77,2884.54,2174.23,710.31,0
supervisor,10,TX,OWN,44500,Not Verified,23.89,NA,,NA,0,NA,2010,4,39,30,51010,19712,0,0,NA,0,0,2,10,7,30,0,0,6,21900,36,28,12,0,100,0,0,other,individual,19600,36,17.09,699.68,D,D1,Feb-2018,Current,fractional,Cash,18320.32,2080.43,1279.68,800.75,0
senior project manager,2,NJ,RENT,60000,Source Verified,3.12,NA,,NA,4,7,2006,0,29,21,141031,136413,0,0,NA,0,0,5,7,21,21,0,0,7,21700,20,16,7,0,86.2,0,0,credit_card,individual,16000,60,12.61,360.87,C,C1,Mar-2018,Current,whole,Cash,15612.5,710.53,387.5,323.03,0
director of account management ,10,FL,MORTGAGE,90000,Source Verified,12.14,NA,,NA,0,53,2004,1,19,10,222257,30038,0,0,NA,0,176,1,6,4,10,0,0,4,18100,10,8,8,3,94.7,0,0,debt_consolidation,individual,12000,36,9.43,384.01,B,B1,Mar-2018,Current,whole,DirectPay,11124.02,1139.46,875.98,263.48,0
sales,3,FL,RENT,80000,Source Verified,0.38,NA,,NA,0,NA,2008,1,2,2,33400,27,0,0,NA,0,0,0,1,1,2,0,0,1,33400,2,2,1,0,100,0,0,other,individual,8000,36,16.02,281.34,C,C5,Jan-2018,Late (31-120 days),fractional,Cash,7649.37,555.56,350.63,204.93,0
,NA,TX,OWN,30000,Verified,43.6,60000,Verified,30.16,0,38,2002,1,45,18,78351,40344,0,0,NA,0,0,1,8,11,18,0,0,4,12600,27,17,12,2,97.8,0,0,other,joint,1600,36,13.58,54.36,C,C2,Mar-2018,Current,whole,Cash,1490,160.67,110,50.67,0
senior merchandising manager,5,OH,MORTGAGE,51000,Source Verified,2.21,NA,,NA,0,NA,2012,1,5,3,116500,9508,0,0,NA,0,0,0,2,8,3,0,0,2,12000,3,2,2,1,100,0,0,debt_consolidation,individual,5000,36,10.9,163.46,B,B4,Mar-2018,Current,whole,Cash,4642.64,487.35,357.36,129.99,0
plating tech,1,AZ,RENT,29000,Source Verified,9.31,NA,,NA,0,NA,2014,3,8,7,10500,6065,0,0,NA,0,0,1,2,0,7,0,0,0,3200,6,6,0,0,100,0,0,major_purchase,individual,10000,60,25.81,298.29,E,E4,Mar-2018,Current,whole,Cash,9744.97,866.19,255.03,611.16,0
maintenance engineer,10,CA,RENT,76000,Not Verified,20.31,NA,,NA,0,NA,2007,0,14,10,75523,29229,0,1,NA,0,0,2,0,NA,10,0,0,6,37700,8,8,8,0,100,0,1,credit_card,individual,30000,36,6.71,922.35,A,A3,Feb-2018,Current,whole,Cash,26956.19,3678.22,3043.81,634.41,0
police officer,10,CA,MORTGAGE,209000,Source Verified,19.76,NA,,NA,0,52,1999,2,39,18,803161,137382,0,0,NA,0,0,4,7,8,18,0,0,6,45200,19,12,10,6,94.9,0,0,debt_consolidation,individual,24000,60,11.99,533.75,B,B5,Feb-2018,Fully Paid,whole,Cash,0,24763.8396579561,24000,763.84,0
financial administrator,2,IN,MORTGAGE,99000,Source Verified,9.84,NA,,NA,0,NA,2007,4,21,7,122869,69197,0,0,NA,0,1110,2,5,3,7,0,0,1,2500,5,4,4,1,100,0,0,debt_consolidation,individual,6000,36,10.91,196.18,B,B4,Jan-2018,Current,fractional,Cash,5278.86,977.26,721.14,256.12,0
claims examiner,5,FL,MORTGAGE,33500,Not Verified,32.86,NA,,NA,0,NA,1983,2,27,16,115494,37184,0,1,NA,0,0,2,6,5,16,0,0,4,39000,21,13,7,1,100,0,1,debt_consolidation,individual,10000,36,9.44,320.05,B,B1,Jan-2018,Current,fractional,Cash,8773.94,1595.01,1226.06,368.95,0
guidance counselor,4,MD,RENT,52537,Not Verified,10.87,NA,,NA,0,NA,2008,1,15,12,97250,76057,0,0,NA,0,1442,8,2,0,12,0,0,1,16100,6,4,1,0,100,0,0,credit_card,individual,7000,36,15.05,242.83,C,C4,Jan-2018,Current,whole,Cash,6045.93,1358.3,954.07,404.23,0
production associate ,0,OH,MORTGAGE,31300,Not Verified,8.78,NA,,NA,0,NA,2012,1,7,5,89487,8759,0,0,NA,0,0,1,2,12,5,0,0,2,16000,3,3,2,1,100,0,0,debt_consolidation,individual,4000,36,5.32,120.46,A,A1,Feb-2018,Current,whole,DirectPay,3586.35,480.66,413.65,67.01,0
customer service,10,AZ,MORTGAGE,70000,Source Verified,14.49,NA,,NA,0,38,2003,2,16,6,43720,25029,0,0,88,0,8264,1,0,3,6,0,0,4,8600,7,5,5,3,100,0,0,credit_card,individual,6000,36,7.35,186.23,A,A4,Feb-2018,Current,fractional,DirectPay,5396.55,746.74,603.45,143.29,0
owner operator,4,CA,RENT,70000,Source Verified,2.59,NA,,NA,1,16,2004,1,27,7,15600,768,0,0,16,0,0,0,3,5,7,0,0,1,13400,22,7,1,0,92.3,0,0,debt_consolidation,individual,30000,36,18.06,1085.48,D,D2,Feb-2018,Current,whole,Cash,28069.29,3376.84,1930.71,1446.13,0
certification clerk,2,IN,MORTGAGE,31500,Not Verified,16.61,NA,,NA,0,NA,1989,0,17,10,114600,18591,0,0,NA,0,0,0,0,NA,10,0,0,2,16400,13,9,7,2,100,0,0,credit_card,individual,18000,36,6.72,553.49,A,A3,Feb-2018,Current,whole,Cash,16173.97,2207.24,1826.03,381.21,0
teacher,10,FL,MORTGAGE,60825,Not Verified,21.39,NA,,NA,0,46,1998,0,25,6,191877,12434,0,0,48,0,0,2,2,20,6,0,0,2,11500,14,3,2,3,64,0,0,medical,individual,18000,60,12.62,406.07,C,C1,Jan-2018,Current,whole,Cash,16893.11,2030.35,1106.89,923.46,0
,NA,MN,MORTGAGE,50000,Verified,8.26,NA,,NA,0,63,1984,5,13,6,17188,11645,0,1,63,0,0,1,3,0,6,0,0,1,3500,8,5,2,3,91.7,0,1,debt_consolidation,individual,10000,60,14.08,233.1,C,C3,Feb-2018,Current,whole,Cash,9528.72,924.58,471.28,453.3,0
teacher,10,IL,MORTGAGE,75000,Not Verified,17.49,NA,,NA,0,NA,2004,2,29,17,239059,31725,0,0,NA,0,0,2,6,5,17,0,0,3,24700,22,14,5,2,100,0,0,debt_consolidation,individual,16000,36,7.34,496.53,A,A4,Mar-2018,Current,whole,Cash,14796.68,1483.07,1203.32,279.75,0
inventory,10,UT,MORTGAGE,57000,Source Verified,15.47,NA,,NA,0,NA,1999,0,20,9,202500,32797,0,0,NA,0,0,1,2,NA,9,0,0,4,30500,11,7,5,3,100,0,0,car,individual,5000,36,6.08,152.3,A,A2,Feb-2018,Current,whole,Cash,4488.26,605.82,511.74,94.08,0
bus driver,10,LA,OWN,21000,Not Verified,2.97,NA,,NA,1,18,1994,0,27,2,3000,762,0,0,49,0,0,0,1,NA,2,0,0,1,3000,15,2,1,1,85.2,0,0,home_improvement,individual,10000,36,9.44,320.05,B,B1,Feb-2018,Current,whole,Cash,9023.01,1290.7,976.99,313.71,0
vice president,0,AZ,MORTGAGE,400000,Verified,5.73,NA,,NA,0,40,1999,11,37,13,178121,117743,0,0,NA,0,0,4,9,0,13,0,0,3,46600,16,9,4,8,100,0,0,major_purchase,individual,20000,36,12.62,670.23,C,C1,Jan-2018,Current,fractional,Cash,17651.64,3337.13,2348.36,988.77,0
parts mgr,10,MS,MORTGAGE,80000,Not Verified,30.11,NA,,NA,0,29,1990,7,48,20,188938,79073,0,0,NA,0,0,4,9,3,20,0,0,4,48600,23,15,7,2,97.9,0,0,credit_card,individual,25000,60,21.85,688.35,D,D5,Mar-2018,Current,whole,Cash,24041.65,2465.11,958.35,1506.76,0
registered nurse,3,CA,RENT,80000,Verified,32.03,NA,,NA,0,NA,2005,2,13,9,136753,99189,0,1,NA,0,0,6,4,5,9,0,0,2,15300,3,3,2,0,100,0,1,debt_consolidation,individual,10000,36,12.62,335.12,C,C1,Jan-2018,Current,whole,Cash,8825.79,1668.59,1174.21,494.38,0
education contractor,10,CA,MORTGAGE,100000,Source Verified,6.25,350000,Source Verified,7.59,0,NA,2001,0,13,10,291519,100941,0,0,NA,0,0,3,3,NA,10,0,0,2,56500,7,6,3,1,100,0,0,debt_consolidation,joint,35000,36,6.07,1065.88,A,A2,Mar-2018,Current,whole,Cash,32319.97,3185.84,2680.03,505.81,0
sheet metal worker/truck driver,10,NY,RENT,48000,Source Verified,15.25,NA,,NA,0,NA,2006,3,6,5,20594,15632,0,0,NA,0,0,2,3,3,5,0,0,3,3600,4,3,3,0,100,0,0,other,individual,15000,60,28.72,473.58,F,F1,Jan-2018,Late (31-120 days),whole,Cash,14768.1,923.23,231.9,691.33,0
,NA,NV,OWN,95500,Source Verified,31.26,NA,,NA,0,NA,1999,3,49,39,173632,83447,0,0,NA,0,0,1,14,0,39,0,0,20,131800,48,38,25,0,100,0,0,home_improvement,individual,10000,36,14.08,342.17,C,C3,Feb-2018,Current,whole,Cash,9084.7,1349.12,915.3,433.82,0
department manager,10,PA,MORTGAGE,49000,Not Verified,28.31,NA,,NA,0,30,2004,0,18,12,141737,52836,0,0,NA,0,130,9,2,13,12,0,0,2,20000,6,2,2,3,94.4,0,0,credit_card,individual,13000,36,10.91,425.05,B,B4,Feb-2018,Current,fractional,Cash,11755.73,1692.32,1244.27,448.05,0
director,6,MD,OWN,130000,Not Verified,14.56,NA,,NA,4,13,2005,0,38,14,438603,49309,0,0,NA,0,0,4,7,13,14,0,0,1,9300,16,9,6,1,86.8,0,0,debt_consolidation,individual,15500,36,7.35,481.08,A,A4,Jan-2018,Current,whole,Cash,13545.48,2426.85,1954.52,472.33,0
administrative assistant ,4,CO,RENT,60000,Not Verified,25.9,NA,,NA,0,NA,2011,1,11,8,69456,33777,0,0,NA,0,0,3,6,1,8,0,0,2,25700,6,5,3,0,100,0,0,credit_card,individual,12500,36,5.32,376.44,A,A1,Jan-2018,Current,whole,DirectPay,10236.6,2496.31,2263.4,232.91,0
,NA,AZ,MORTGAGE,48200,Verified,27.61,NA,,NA,0,43,1980,3,33,23,132509,33200,0,0,NA,0,160,2,8,6,23,0,0,10,72700,28,20,12,1,93.8,0,0,debt_consolidation,individual,1200,36,14.08,41.06,C,C3,Jan-2018,Current,fractional,Cash,1061.9,204.36,138.1,66.26,0
commercial cleaner,3,NC,RENT,24000,Source Verified,5.7,NA,,NA,0,NA,2014,0,4,3,3400,3336,0,0,NA,0,0,0,1,13,3,0,0,3,3400,3,3,3,0,100,0,0,debt_consolidation,individual,2800,36,14.07,95.8,C,C3,Mar-2018,Current,whole,Cash,2608.87,285.21,191.13,94.08,0
senior software engineer,0,NC,MORTGAGE,132000,Not Verified,9.13,NA,,NA,0,NA,1998,3,24,12,383663,56556,0,0,NA,0,0,2,6,2,12,0,0,5,127900,18,9,5,4,100,0,0,credit_card,individual,20000,36,5.32,602.3,A,A1,Jan-2018,Current,whole,Cash,13891.06,6496.72,6108.94,387.78,0
,NA,CA,MORTGAGE,65000,Source Verified,36.07,225000,Source Verified,22.6,1,15,1994,0,21,7,694377,60378,0,0,NA,0,0,2,4,17,7,0,0,1,9100,9,4,3,6,95.2,0,0,debt_consolidation,joint,35000,36,12.61,1172.73,C,C1,Mar-2018,Current,whole,Cash,32559.72,3493.67,2440.28,1053.39,0
equipment operator ,0,FL,OWN,50000,Source Verified,16.11,NA,,NA,0,NA,2014,2,12,10,61800,23934,0,0,NA,0,0,1,8,2,10,0,0,4,37000,10,9,5,0,100,0,0,credit_card,individual,10000,36,13.58,339.74,C,C2,Mar-2018,Current,whole,Cash,9312.56,1011.68,687.44,324.24,0
president,7,FL,MORTGAGE,120000,Not Verified,20.53,NA,,NA,0,69,1991,1,39,12,514650,99309,0,0,69,0,0,4,6,11,12,0,0,4,30000,21,7,7,7,94.9,0,0,debt_consolidation,individual,19000,36,9.43,608.01,B,B1,Mar-2018,Current,whole,Cash,17613.05,1804.12,1386.95,417.17,0
security officer,3,NY,OWN,48028,Source Verified,26.79,NA,,NA,0,55,1992,0,22,9,52426,36883,0,0,NA,0,0,3,3,NA,9,0,0,4,8400,16,6,6,2,86.4,0,0,debt_consolidation,individual,20000,60,17.47,502.12,D,D1,Mar-2018,Current,whole,Cash,19357.88,1467.54,642.12,825.42,0
rn,1,AL,OWN,65000,Source Verified,29.56,NA,,NA,1,15,2002,3,34,23,120721,159525,0,1,72,0,0,18,7,9,23,0,0,3,4700,7,5,3,0,58.8,0,1,other,individual,6000,36,19.03,220.03,D,D3,Feb-2018,Current,whole,Cash,5488.47,873.78,511.53,362.25,0
manager,10,NV,MORTGAGE,49500,Source Verified,23.04,NA,,NA,0,56,2011,4,20,12,218586,39414,0,1,NA,0,222,2,11,5,12,0,0,2,24000,12,8,3,1,90,0,1,debt_consolidation,individual,10000,60,18.45,256.39,D,D2,Mar-2018,Current,whole,Cash,9687.32,748.67,312.68,435.99,0
program director ,5,CA,RENT,45000,Source Verified,22.6,NA,,NA,0,NA,2003,1,15,8,71212,68588,0,0,NA,0,0,6,3,10,8,0,0,1,9600,3,2,1,0,100,0,0,debt_consolidation,individual,8000,36,11.99,265.68,B,B5,Feb-2018,Current,whole,Cash,7245.93,1057.39,754.07,303.32,0
network admin,3,FL,RENT,60000,Source Verified,1.71,NA,,NA,0,52,2007,8,21,14,35527,44661,0,0,52,0,0,12,4,2,14,0,0,0,0,4,2,2,0,95,0,0,moving,individual,5000,36,16.02,175.84,C,C5,Jan-2018,Current,fractional,Cash,4439.78,876.69,560.22,316.47,0
head of shopper engagement,3,IL,MORTGAGE,245000,Verified,36.25,NA,,NA,0,NA,2001,1,26,12,673970,253507,0,1,NA,0,0,6,3,3,12,0,0,2,58000,6,2,2,3,100,1,0,debt_consolidation,individual,12475,60,21.85,343.49,D,D5,Mar-2018,Current,whole,Cash,12120.3,1015.33,354.7,660.63,0
owner,10,TX,MORTGAGE,128000,Not Verified,11.61,NA,,NA,0,NA,2002,0,21,11,225203,98878,0,0,NA,0,0,3,5,NA,11,0,0,4,44500,13,8,6,0,100,0,0,small_business,individual,10000,36,5.32,301.15,A,A1,Jan-2018,Current,whole,Cash,8965.88,1201.64,1034.12,167.52,0
dining room facility attendant,10,MO,OWN,31000,Source Verified,14.25,NA,,NA,0,NA,1990,2,23,7,49900,23119,0,0,NA,0,0,0,2,4,7,0,0,5,49900,21,7,5,0,100,0,0,debt_consolidation,individual,20000,36,10.9,653.83,B,B4,Mar-2018,Current,whole,Cash,17696.13,2702.28,2303.87,398.41,0
captain,10,MA,RENT,73000,Verified,22.18,NA,,NA,0,NA,2005,0,20,7,75002,54779,0,1,NA,0,0,3,3,13,7,0,0,4,14000,5,4,4,0,100,0,1,debt_consolidation,individual,15000,60,19.03,389.36,D,D3,Feb-2018,Current,whole,Cash,14379.49,1541.58,620.51,921.07,0
registered nurse ,2,FL,RENT,50400,Verified,25.14,NA,,NA,0,69,2006,3,34,26,112700,93923,0,0,NA,0,877,16,13,2,26,0,0,4,18400,14,10,7,0,97,0,0,credit_card,individual,10000,60,16.02,243.29,C,C5,Jan-2018,Current,whole,Cash,9436.2,1207.55,563.8,643.75,0
distribution,8,GA,MORTGAGE,65000,Not Verified,20.66,NA,,NA,0,NA,2004,0,10,6,241361,33852,0,0,NA,0,0,2,1,20,6,0,0,1,21000,2,2,2,3,100,0,0,debt_consolidation,individual,20000,60,9.93,424.26,B,B2,Feb-2018,Current,whole,Cash,18952.04,1686.01,1047.96,638.05,0
janitor,5,IL,OWN,46000,Source Verified,28.23,67400,Not Verified,35.48,0,NA,1998,3,19,10,83859,28733,0,0,NA,0,0,3,7,0,10,0,0,2,13500,14,7,4,1,100,0,0,credit_card,joint,6000,36,9.44,192.03,B,B1,Jan-2018,Current,whole,Cash,5264.37,942.84,735.63,207.21,0
,NA,GA,MORTGAGE,10800,Verified,55.91,75800,Verified,31.23,0,NA,2003,1,11,6,32525,12537,0,0,NA,0,0,1,0,2,6,0,0,4,22400,8,5,4,0,100,0,0,debt_consolidation,joint,6000,36,15.05,208.14,C,C4,Jan-2018,Current,whole,Cash,5318.67,1035.68,681.33,354.35,0
photographer,5,NY,RENT,55000,Not Verified,8.93,NA,,NA,0,26,2014,0,9,8,26100,12388,0,0,26,0,0,0,5,15,8,0,0,4,23100,9,8,5,0,88.9,0,0,credit_card,individual,14400,36,13.59,489.3,C,C2,Jan-2018,Current,whole,Cash,12731.53,2435.63,1668.47,767.16,0
inside sales representative,0,MO,MORTGAGE,42000,Source Verified,7.95,NA,,NA,0,NA,1989,1,6,5,84455,8161,0,0,NA,0,0,0,3,8,5,0,0,3,18000,5,4,3,1,100,0,0,debt_consolidation,individual,13600,60,15.04,323.83,C,C4,Feb-2018,Current,whole,Cash,13134.08,960.13,465.92,494.21,0
practice manager,5,IL,MORTGAGE,72000,Verified,6.22,NA,,NA,0,NA,2013,0,9,7,349200,7224,0,0,NA,0,0,0,2,NA,7,0,0,5,13500,8,6,5,1,100,0,0,other,individual,32925,36,9.92,1061.17,B,B2,Mar-2018,Current,whole,Cash,31340.5,2104.19,1584.5,519.69,0
senior business analyst ,1,PA,MORTGAGE,110000,Not Verified,16.39,NA,,NA,0,55,1996,0,24,8,376991,61513,0,0,69,0,0,3,4,17,8,0,0,2,26700,11,4,2,2,91.7,0,0,home_improvement,individual,17075,36,6.72,525.05,A,A3,Feb-2018,Current,whole,Cash,15343.69,2093.83,1731.31,362.52,0
senior billing specialist,10,NE,MORTGAGE,37000,Verified,3.7,NA,,NA,0,NA,1998,1,4,3,5700,2876,0,0,NA,0,0,0,0,2,3,0,0,1,500,4,3,3,0,100,0,0,debt_consolidation,individual,16000,60,17.09,398.42,D,D1,Jan-2018,Current,whole,Cash,14939.54,2269,1060.46,1208.54,0
